Title,ID,Year,Country,Genre,"Genre ID","Technologies referenced","Technologies referenced id","Technologies used","Technologies used id",Topic,"Topic id",Sentiment,"Sentiment id","Situation machine vision is used in","Situation machine vision is used in ID",Characters,"Characters ID"
"Halo: Combat Evolved",1039,2001,"United States",Game,20003,"AI (General Purpose Artificial Intelligence), Augmented reality, Holograms","2000152, 200074, 20001339",,,"Conflict, Physical violence, War","200055, 200056, 200054","Helpful, Intimate","200098, 2000100","Halo: Combat Evolved (AI hologram saving life)",1522,"Cortana, John-117","1520, 1521"
"Hardcore Henry",80,2015,Russia,"Narrative, Movie","20001, 2000130","Drones (UAV), Facial recognition, Filtering, Object recognition, Surveillance cameras","200079, 20007, 200013, 200015, 200080",,,"Crime, Physical violence, Robots/androids, Romantic relationship","200057, 200056, 200051, 200048","Dangerous, Flawed, Helpful","2000129, 2000208, 200098","Hardcore Henry (Henry kills Akan)",984,"Hardcore Henry, Akan","947, 983"
"Has Anyone Else Used ExpressionCaptioner?",127,2016,,"Narrative, Creepypasta","20001, 2000136","Emotion recognition, Facial recognition","200091, 20007",,,"Horror, Robots/androids","200061, 200051",Hostile,200099,"Has Anyone Else Used ExpressionCaptioner? (Emotion recognition)",547,"Narrator (Expression captioner)",3231
"Have a Nice Day",3087,2017,China,"Narrative, Movie","20001, 2000130","Non-Visible Spectrum, Surveillance cameras","2000207, 200080",,,"City, Crime, Surveillance","2000311, 200057, 200052","Dangerous, Empowering, Intrusive","2000129, 2000318, 2000209","Have a Nice Day (Yellow Eye uses X-ray glasses and smashes cameras)",3088,"Huangyan (Yellow Eye)",3086
"Heartbreak Warfare",349,2009,"United States","Narrative, Music video","20001, 2000316","Augmented reality",200074,"Augmented reality",200074,"Romantic relationship",200048,Neutral,2000101,"Heartbreak Warfare (John being augmented)",348,"""John Mayer""",789
"Heavy Rain",3109,2010,France,Game,20003,"Augmented reality, Virtual reality","200074, 2000147",,,"Crime, Family, Grief, Horror, Physical violence","200057, 2000167, 2000161, 200061, 200056","Dangerous, Helpful","2000129, 200098","Heavy Rain (ARI evidence detecting system)",3110,"Norman Jayden",3111
"Hell No",360,2016,"United States","Narrative, Music video","20001, 2000316",,,"Cameraphone, Facial recognition, Filtering","2000154, 20007, 200013","Playful, Social Media","2000170, 2000177","Exciting, Fun","200097, 2000212","Hell No (Filtering)",359,"""Ingrid Michaelson""",788
"Heroes of the Storm",2849,2015,"United States",Game,20003,Holograms,20001339,,,Competition,2000245,"Empowering, Misleading, Protective","2000318, 2000213, 2000317","Heroes of the Storm (Hologram mimics and fights)",2850,"Nova Terra",2848
"His Dark Materials",2427,2019,"United Kingdom, United States","Narrative, TV series or episode","20001, 2000131","Image generation",200073,,,"Animals, Conflict, Consciousness, Family","2000200, 200055, 2000171, 2000167","Alien, Exciting, Helpful","200096, 200097, 200098","His Dark Materials (Lyra communicates with Dust)",2431,"Lyra Silvertongue, Mary Malone, Dust","2428, 2429, 2430"
"Holo / Olho / Eye (Holopoems series)",1877,1983,"Brazil, United States",Art,20002,,,Holograms,20001339,Playful,2000170,"Exciting, Wondrous","200097, 2000325","Holo / Olho / Eye (Holopoems series)(watching a holopoem)",2242,,
HoloDecon,1709,2010,Mexico,Art,20002,,,"Analogue, Cameraphone","2000204, 2000154","Cyborgs, Hacking","2000203, 2000160","Alien, Subversive","200096, 2000210","HoloDecon (hacking cameraphones for alternative perceptions)",1991,,
"Horizon Zero Dawn",135,2017,Netherlands,Game,20003,"AI (General Purpose Artificial Intelligence), Augmented reality, Biometrics, Holograms","2000152, 200074, 20009, 20001339",,,"AI, Animals, Conflict, Family, Identity, Nature, Robots/androids","2000168, 2000200, 200055, 2000167, 2000169, 2000175, 200051","Alien, Helpful, Intimate","200096, 200098, 2000100","Horizon Zero Dawn (Focus technology), Horizon Zero Dawn (Faulty Identiscan), Horizon Zero Dawn (Identiscan)","278, 3236, 3235","Aloy, Machine animals","277, 2734"
"House of Cards",936,2008,"United Kingdom","Narrative, Music video","20001, 2000316",,,"3D scans",20001081,"Romantic relationship",200048,Exciting,200097,"House of Cards (Scanned Thom singing)",935,"""Thom Yorke""",934
"House of Earth and Blood",1223,2020,"United States","Narrative, Novel","20001, 2000133","Non-Visible Spectrum, Surveillance cameras","2000207, 200080",,,"Conflict, Family, Grief, Inequality, Physical violence, Race, Romantic relationship","200055, 2000167, 2000161, 200089, 200056, 2000166, 200048","Flawed, Oppressive, Protective","2000208, 2000107, 2000317","House of Earth and Blood (Truth-showing hidden cameras)",1224,"Bryce Quinlan, Micah Domitus, The Summit (House of Earth and Blood)","1222, 1225, 1226"
"How do you see me?",1539,2019,"United States","Art, Video art","20002, 2000139","Facial recognition, Machine learning","20007, 200012","Facial recognition, Image generation, Machine learning","20007, 200073, 200012","AI, Surveillance","2000168, 200052","Alien, Intrusive","200096, 2000209","How do you see me? (exploring facial recognition)",1578,,
"How Not to Be Seen: A Fucking Didactic Educational .MOV File",1542,2013,Germany,"Art, Video art","20002, 2000139","Drones (UAV), Satellite images, Surveillance cameras","200079, 200078, 200080","Satellite images",200078,Surveillance,200052,"Flawed, Intrusive","2000208, 2000209","How Not to Be Seen: A Fucking Didactic Educational .MOV File (to hide become a pixel)",1585,,
"How to be More or Less Human",908,2015,"United Kingdom","Art, Performance art","20002, 2000140",,,"Facial recognition, Machine learning, Object recognition, Webcams","20007, 200012, 200015, 2000153","AI, Gender","2000168, 2000165",Flawed,2000208,"How to be More or Less Human (Undressing)",1156,"""Max Dovey""",2762
"HOW TO EDIT YOUR SELFIES",3175,2019,"Indonesia, Canada","Art, Video art","20002, 2000139",,,"Cameraphone, Filtering","2000154, 200013","Identity, Social Media","2000169, 2000177",Creepy,2000327,"HOW TO EDIT YOUR SELFIES (overlaying filters)",3176,,
"How to Sell Drugs Online (Fast)",2241,2019,Germany,"Narrative, TV series or episode","20001, 2000131","Augmented reality, Filtering","200074, 200013",,,"Crime, Economy, Social Media","200057, 2000172, 2000177","Exciting, Helpful","200097, 200098","How to Sell Drugs Online (Fast) (Cycling Through AR Landscape), How to Sell Drugs Online (Fast) (Filtering in School Hallway)","2237, 2240","Moritz Zimmermann",2235
"Hyper Reality",2677,2016,"Colombia, United Kingdom","Narrative, Movie","20001, 2000130","Augmented reality, Biometrics, Motion tracking, Virtual reality","200074, 20009, 2000180, 2000147",,,"City, Identity","2000311, 2000169","Dangerous, Flawed, Intrusive, Overwhelming","2000129, 2000208, 2000209, 2000188","Hyper Reality (Juliana`s account gets hacked)",2679,"Juliana Restrepo, Unknown hacker (Hyper reality)","2678, 2680"
HyperFace,1502,2017,"United States, Germany",Art,20002,"Facial recognition",20007,,,"AI, Hacking","2000168, 2000160","Flawed, Intrusive","2000208, 2000209","HyperFace (camouflage to avoid facial recognition)",1553,,
"I Created an AI to Make Procedurally Generated Movies, But They're Horrifying",226,2019,,"Narrative, Creepypasta","20001, 2000136","AI (General Purpose Artificial Intelligence), Image generation, Machine learning","2000152, 200073, 200012",,,"AI, Consciousness, Horror, Identity","2000168, 2000171, 200061, 2000169","Alien, Hostile, Intimate","200096, 200099, 2000100","I Created an AI to Make Procedurally Generated Movies, But They're Horrifying (AI)",552,"Narrator (I created an AI..)",874
"I Spy with my Machine Eye",26,2018,Australia,"Art, Online art, Narrative, Electronic literature","20002, 2000159, 20001, 2000137","Motion tracking, Non-Visible Spectrum, Object recognition","2000180, 2000207, 200015","Drones (UAV)",200079,"Autonomous vehicles, Conflict, Crime, Nature, Romantic relationship, Surveillance","2000201, 200055, 200057, 2000175, 200048, 200052","Alien, Dangerous, Exciting, Flawed, Fun, Helpful, Hostile, Intimate, Intrusive, Neutral, Oppressive, Overwhelming, Subversive","200096, 2000129, 200097, 2000208, 2000212, 200098, 200099, 2000100, 2000209, 2000101, 2000107, 2000188, 2000210","I Spy with my Machine Eye (Drone reflects over actions)",307,,
"I Spy with my Machine Eye",26,2018,Australia,"Art, Online art, Narrative, Electronic literature","20002, 2000159, 20001, 2000137","Motion tracking, Non-Visible Spectrum, Object recognition","2000180, 2000207, 200015","Drones (UAV)",200079,"Autonomous vehicles, Conflict, Crime, Nature, Romantic relationship, Surveillance","2000201, 200055, 200057, 2000175, 200048, 200052","Alien, Dangerous, Exciting, Flawed, Fun, Helpful, Hostile, Intimate, Intrusive, Neutral, Oppressive, Overwhelming, Subversive","200096, 2000129, 200097, 2000208, 2000212, 200098, 200099, 2000100, 2000209, 2000101, 2000107, 2000188, 2000210","I Spy with my Machine Eye (Drone reflects over actions)",307,,
"I'm going to die, and probably soon, because of what I saw through an unsecured webcam one night",220,2018,,"Narrative, Creepypasta","20001, 2000136",Webcams,2000153,,,"Horror, Surveillance","200061, 200052","Creepy, Dangerous, Exciting, Intimate","2000327, 2000129, 200097, 2000100","I'm going to die, and probably soon, because of what I saw through an unsecured webcam one night (Webcams)",551,"Narrator (I'm going to die, and probably soon), Girl (I'm going to die, and probably soon), Monster (I'm going to die, and probably soon)","883, 885, 886"
"I'm Just Gettin' Blowed",700,2014,"United States","Narrative, Music video","20001, 2000316",,,"Drones (UAV)",200079,"Nature, Playful","2000175, 2000170",Fun,2000212,"I'm Just Gettin' Blowed (Devin filming himself)",699,"""Devin the Dude""",800
"I'm on Observation Duty",669,2018,,Game,20003,"Surveillance cameras",200080,,,"Horror, Surveillance","200061, 200052","Creepy, Empowering, Protective","2000327, 2000318, 2000317","I'm on Observation Duty (Monitoring house)",670,,
Iceberg,1704,2018,Uruguay,"Art, Installation art","20002, 2000138","AI (General Purpose Artificial Intelligence), Machine learning","2000152, 200012","Satellite images",200078,"AI, Climate Change, Conflict, Consciousness, Nature","2000168, 200069, 200055, 2000171, 2000175","Dangerous, Wondrous","2000129, 2000325","Iceberg (expanding to the unconscious )",1976,,
"ImageNet Roulette",1615,2019,"United States","Art, Installation art, Online art","20002, 2000138, 2000159",,,"Machine learning, Object recognition","200012, 200015","AI, Identity","2000168, 2000169","Intrusive, Oppressive","2000209, 2000107","ImageNet Roulette (classifying people)",1616,,
"In Other Waters",2880,2020,"United Kingdom",Game,20003,"3D scans, AI (General Purpose Artificial Intelligence), UGV","20001081, 2000152, 2000947",,,"AI, Climate Change, Nature","2000168, 200069, 2000175",Protective,2000317,"In Other Waters (Topographical scans)",2888,"Ellery Vas",2887
"In the Robot Skies: A Drone Love Story",25,2016,Australia,"Narrative, Online video","20001, 2000132","Augmented reality, Drones (UAV), Emotion recognition, Facial recognition, Object recognition","200074, 200079, 200091, 20007, 200015","Drones (UAV)",200079,"Autonomous vehicles, City, Companionship, Romantic relationship, Surveillance","2000201, 2000311, 200050, 200048, 200052","Empowering, Fun, Hostile, Oppressive, Prosocial","2000318, 2000212, 200099, 2000107, 2000319","In the Robot Skies: A Drone Love Story (Private Drone exchanging), In the Robot Skies: A Drone Love Story (Drone surveilling council residents)","449, 450","Tamir, Jazz","945, 944"
Incoming,821,2017,Ireland,"Art, Video art","20002, 2000139","Non-Visible Spectrum",2000207,"Non-Visible Spectrum",2000207,"Conflict, Surveillance, War","200055, 200052, 200054","Intimate, Intrusive","2000100, 2000209","Incoming (Thermal imaging of refugees)",820,"Refugees (Incoming)",819
"Incredibles 2",1892,2018,"United States","Narrative, Movie","20001, 2000130","3D scans, Biometrics, Body scans, Camera, Emotion recognition, Facial recognition, Image generation, Surveillance cameras, Webcams","20001081, 20009, 200090, 2000206, 200091, 20007, 200073, 200080, 2000153",,,"Conflict, Family, Free will, Hacking","200055, 2000167, 2000163, 2000160","Creepy, Helpful, Intrusive","2000327, 200098, 2000209","Incredibles 2 (Controlling through hypno-goggles), Incredibles 2 (Screenslaver hypnotizing through screens)., Incredibles 2 (Tracking Jack-Jack and anticipating changes), Incredibles 2 (Jack-Jack enters Edna's test room)","2053, 2055, 2137, 2057","Screenslaver, Chad Brentley, Pizza delivery boy (Screenslaver) , Evelyn Deavor, Bob Parr/ Mr. Incredible, Jack-Jack Parr","1893, 2054, 2138, 2003, 2136, 2058"
"Infinite Detail: A Novel",655,2019,"United Kingdom, Canada","Narrative, Novel","20001, 2000133","Augmented reality, Drones (UAV), Facial recognition, Object recognition, Surveillance cameras","200074, 200079, 20007, 200015, 200080",,,"City, Conflict, Crime, Economy, Hacking, Romantic relationship, Surveillance","2000311, 200055, 200057, 2000172, 2000160, 200048, 200052","Dangerous, Exciting, Intrusive, Subversive","2000129, 200097, 2000209, 2000210","Infinite Detail (Black Lives Matter protest with AR and drones), Infinite Detail (Selfie while being held up in the airport), Infinite Detail (AR art and ads)","654, 1639, 657","Rushdi Mannan",653
Infra,823,2010,"Ireland, Congo - Brazzaville","Art, Photograph/print/painting","20002, 2000157","Non-Visible Spectrum",2000207,"Non-Visible Spectrum",2000207,War,200054,Wondrous,2000325,"Infra (Defiant soldiers)",824,"Congolese soldiers (Infra)",822
Interface,69,2006,Norway,"Art, Video art","20002, 2000139","Augmented reality, Microscope/Telescope, Non-Visible Spectrum","200074, 2000195, 2000207",,,"Physical violence, War","200056, 200054","Dangerous, Oppressive","2000129, 2000107","Interface (Soldiers killing)",427,"Suspect (Interface), Soldiers (Interface)","2758, 2759"
INTERHUMAN,3198,2021,"Canada, Argentina, Mexico","Art, Video art","20002, 2000139",,,"Camera, Image generation, Machine learning","2000206, 200073, 200012","AI, Identity","2000168, 2000169","Exciting, Intimate, Prosocial","200097, 2000100, 2000319","INTERHUMAN (latent walks)",3199,,
Invincible,2812,2021,"United States","Narrative, TV series or episode","20001, 2000131","Biometrics, Microscope/Telescope, Non-Visible Spectrum, Object recognition, Surveillance cameras","20009, 2000195, 2000207, 200015, 200080",,,"Companionship, Conflict, Crime","200050, 200055, 200057","Empowering, Intrusive","2000318, 2000209","Invincible (Robot's vision finds weakness), Invincible (Robot's multiple screen interface), Invincible (Spying on superhero family)","2822, 2823, 2824","Mark Grayson, Robot (Invincible), Global Defense Agency, The (new) Guardians of the Globe","2814, 2813, 2826, 2827"
Invisíveis,1706,2007,"Brazil, United States, Spain",Art,20002,,,"Augmented reality, Cameraphone","200074, 2000154","City, Empathy, Identity, Playful","2000311, 2000174, 2000169, 2000170","Empowering, Exciting","2000318, 200097","Invisíveis (revealing invisible figures)",1985,,
Iris,40,1968,"United States","Art, Installation art","20002, 2000138",,,"Surveillance cameras",200080,"Identity, Surveillance","2000169, 200052","Alien, Exciting, Helpful","200096, 200097, 200098","Iris (Multiple Camera Views)",383,,
"Iron Man",454,2007,"United States","Narrative, Movie","20001, 2000130","Augmented reality, Non-Visible Spectrum","200074, 2000207",,,"Conflict, Hacking, Inequality, Physical violence, Robots/androids, War","200055, 2000160, 200089, 200056, 200051, 200054","Empowering, Helpful, Neutral, Protective","2000318, 200098, 2000101, 2000317","Iron Man (AR alarm clock), Iron Man (Augmented Reality_a), Iron Man (Combat scene - AR identifies civilians)","456, 457, 458","Tony Stark, Jarvis, Woman in Tony Stark's bedroom","453, 455, 661"
